id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
158,Mukesh Nath,047059964410,61945366413,Punjab National Bank,"House 826, Ambedkar Nagar, Ludhiana",Ludhiana,NSAP Pension,5113.45,1991-08-02,9688117392,2020-11-12
159,Umesh Devi,826091383939,04206547626,Central Bank,"House 98, Azad Nagar, Nagaon",Nagaon,PM-KISAN,3235.01,1987-04-13,9177419479,2023-09-13
160,Pooja Bose,729030494962,90661621539,Canara Bank,"House 139, Rampur, Nagaon",Nagaon,MGNREGA,11983.73,1979-08-22,9219498639,2022-03-09
161,Santosh Joshi,260776193981,35251534582,Union Bank,"House 248, Indira Colony, Kanpur",Kanpur,MGNREGA,3676.04,1974-01-28,9885983208,2024-01-31
162,Priya Pandey,349262120619,46138783802,Canara Bank,"House 671, Nehru Vihar, Ludhiana",Ludhiana,PMSBY Insurance,1961.98,1977-04-03,9168683011,2025-09-23
163,Leela Mukherjee,350112287826,27084875635,Bank of Baroda,"House 145, Netaji Nagar, Jaipur",Jaipur,PMKVY Skill Dev,8571.0,1991-07-25,9539343491,2020-11-05
164,Sunil Nair,346190914702,62897655687,Canara Bank,"House 830, New Colony, Sivasagar",Sivasagar,MGNREGA,11839.2,1978-02-07,9047563566,2025-02-03
165,Sunil Mallah,559100682905,20406870585,Union Bank,"House 826, Lal Bahadur Nagar, Indore",Indore,MGNREGA,9325.5,1968-03-30,9562711900,2021-06-25
166,Kiran Chauhan,204317168275,39113507632,Union Bank,"House 633, Ambedkar Nagar, Barpeta",Barpeta,PMSBY Insurance,1254.2,1968-07-03,9398270305,2021-07-12
167,Usha Mehta,070810673455,34888453812,Indian Bank,"House 322, Rampur, Lakhimpur",Lakhimpur,Ayushman Bharat,48014.44,1975-01-27,9411771868,2022-06-12
168,Yogesh Kurmi,943451131281,23358348907,Canara Bank,"House 303, Netaji Nagar, Dhubri",Dhubri,PM Awas Yojana,139182.22,1987-02-02,9786582692,2022-08-26
169,Meera Mishra,317432001381,02543359423,UCO Bank,"House 102, Model Town, Dhubri",Dhubri,PMKVY Skill Dev,14515.2,1970-10-02,9403245363,2025-10-02
170,Shanti Nirmalkar,002769154481,05123413722,Union Bank,"House 639, Gandhi Nagar, Ludhiana",Ludhiana,PM-KISAN,4509.02,1976-04-11,9484520475,2021-01-17
171,Devaki Das,674428626769,87418914549,State Bank of India,"House 588, Rajiv Nagar, Goalpara",Goalpara,Ayushman Bharat,49212.42,1958-02-17,9359365389,2022-06-26
172,Anjali Rani,800559663866,32363985882,State Bank of India,"House 389, New Colony, Gorakhpur",Gorakhpur,MGNREGA,8482.37,1965-07-09,9317557205,2024-01-24
173,Vandana Mukherjee,488775984024,24858952416,Union Bank,"House 440, Rampur, Sonitpur",Sonitpur,PM Ujjwala,1833.13,1983-08-27,9602103118,2022-11-07
174,Neha Gupta,199281550760,15596478164,Bank of Baroda,"House 565, Rampur, Allahabad",Allahabad,MGNREGA,8844.65,1964-09-20,9439864303,2023-02-12
175,Mahesh Verma,928776108783,36155767792,Bank of India,"House 700, Bapunagar, Kanpur",Kanpur,PM Fasal Bima,23159.16,1994-03-01,9762231886,2024-03-14
176,Kiran Das,030367462159,55242556155,Bank of Baroda,"House 879, Model Town, Bhopal",Bhopal,PM Awas Yojana,146700.47,1969-12-14,9700408134,2022-12-17
177,Neha Jha,303001281117,21529874136,Bank of India,"House 780, Shantinagar, Kanpur",Kanpur,PM-KISAN,5570.41,1995-09-08,9582079346,2024-02-10
178,Kamla Lodhi,039592852004,94348539906,State Bank of India,"House 632, Netaji Nagar, Indore",Indore,PM Awas Yojana,149236.18,1981-06-29,9257250104,2024-09-12
179,Seema Nair,313787986203,39272379655,Bank of India,"House 601, Shantinagar, Raipur",Raipur,Ayushman Bharat,25737.6,2000-06-17,9887659996,2024-03-02
180,Meera Verma,591983849662,37659008372,Bank of India,"House 878, Indira Colony, Bhopal",Bhopal,PM Awas Yojana,147997.24,1997-12-26,9718952494,2025-12-11
181,Sanjay Rani,766641000478,85905166120,Central Bank,"House 169, Bapunagar, Darbhanga",Darbhanga,NSAP Pension,5233.84,1961-02-14,9772257588,2023-02-27
182,Mangala Sahu,520623452900,07443592317,Punjab National Bank,"House 980, Lal Bahadur Nagar, Bilaspur",Bilaspur,NSP Scholarship,4779.35,1979-07-07,9302470189,2023-04-11
183,Kiran Thakur,565921849076,48562832769,UCO Bank,"House 155, Rampur, Bhopal",Bhopal,MGNREGA,7779.89,1966-11-06,9088471070,2022-09-09
184,Sunita Reddy,579308963757,07825178140,UCO Bank,"House 413, Sardar Patel Nagar, Gorakhpur",Gorakhpur,Ayushman Bharat,15515.86,1991-05-02,9049592530,2024-12-09
185,Geeta Sahu,603764664619,76283629006,Central Bank,"House 12, Shantinagar, Sivasagar",Sivasagar,PM-KISAN,2217.65,1964-01-07,9009274721,2021-07-07
186,Usha Lodhi,486642514633,13398065520,Bank of India,"House 242, Subhash Nagar, Bhopal",Bhopal,PM Ujjwala,1970.47,1960-03-20,9836283026,2022-12-30
187,Mukesh Kewat,687380337426,83054902942,Bank of Baroda,"House 660, Rampur, Lakhimpur",Lakhimpur,NSP Scholarship,7818.33,1963-07-05,9818658381,2024-05-17
188,Rajan Reddy,873078402018,17046798897,State Bank of India,"House 147, Nehru Vihar, Sonitpur",Sonitpur,PMSBY Insurance,1958.07,2000-10-28,9892529695,2022-05-06
189,Suman Singh,765352326344,27793629949,State Bank of India,"House 639, Lal Bahadur Nagar, Darrang",Darrang,Ayushman Bharat,15491.63,1958-10-04,9142817975,2025-08-20
190,Geeta Mukherjee,878622285652,22586019523,Indian Bank,"House 992, Netaji Nagar, Muzaffarpur",Muzaffarpur,PMSBY Insurance,1202.07,1968-08-19,9941810859,2024-01-30
191,Vandana Thakur,887929211657,95927250936,Bank of India,"House 711, Netaji Nagar, Lakhimpur",Lakhimpur,PM Awas Yojana,123068.46,1962-03-29,9423355713,2023-03-09
192,Anita Kurmi,719998831781,21221196967,Central Bank,"House 522, Ambedkar Nagar, Bilaspur",Bilaspur,PMKVY Skill Dev,11454.36,1989-01-15,9108183811,2024-06-26
193,Priya Kewat,687549897512,91307735501,Union Bank,"House 535, New Colony, Gorakhpur",Gorakhpur,PM Fasal Bima,3984.33,1999-05-19,9005698236,2022-11-16
194,Seema Patel,673838113074,24775507879,Indian Bank,"House 514, Subhash Nagar, Muzaffarpur",Muzaffarpur,NSAP Pension,2577.83,1993-12-16,9929522840,2020-12-01
195,Anil Verma,460453924411,94657640766,Indian Bank,"House 438, Ambedkar Nagar, Lucknow",Lucknow,NSAP Pension,2890.2,1985-04-20,9243829263,2020-12-31
196,Munni Kewat,686337588237,45330268915,Bank of Baroda,"House 704, Netaji Nagar, Bhopal",Bhopal,PM Ujjwala,2426.7,1992-07-07,9827877016,2024-10-22
197,Priya Chatterjee,353165311024,63940120028,Bank of Baroda,"House 21, Krishnanagar, Gorakhpur",Gorakhpur,NSAP Pension,2614.2,1914-07-21,9181315434,2025-10-06
198,Mamta Mallah,108517632523,95217462339,Allahabad Bank,"House 24, New Colony, Allahabad",Allahabad,NSAP Pension,2173.04,1969-05-08,9259872109,2021-07-02
199,Devaki Rajput,246169408089,96754863516,UCO Bank,"House 663, Nehru Vihar, Darbhanga",Darbhanga,PMSBY Insurance,1324.24,1958-06-11,9237561408,2023-06-17
200,Naresh Kahar,313582686652,16120901046,Bank of Baroda,"House 419, Rajiv Nagar, Kamrup",Kamrup,PM Awas Yojana,143558.05,1970-02-28,9404580450,2023-12-14
201,Usha Bose,674428626769,59607159708,Bank of India,"House 199, Bapunagar, Ludhiana",Ludhiana,NSP Scholarship,8754.68,1972-03-21,9095685490,2025-11-02
202,Kamla Mukherjee,473857399610,99072465390,Bank of India,"House 949, Shantinagar, Bhopal",Bhopal,NSAP Pension,5314.59,1969-06-10,9571374340,2021-08-30
203,Kamla Devi,124414389963,25897693634,Canara Bank,"House 396, Bapunagar, Raipur",Raipur,PM Ujjwala,2728.06,1963-03-26,9257077748,2024-08-11
204,Ganesh Mallah,674428626769,42210236272,Union Bank,"House 496, Rajiv Nagar, Gorakhpur",Gorakhpur,PM Fasal Bima,20090.65,1959-08-23,9572776367,2021-08-09
205,Nisha Tiwari,655065535679,35807568889,Canara Bank,"House 319, Ambedkar Nagar, Sivasagar",Sivasagar,PM Ujjwala,2089.04,1969-01-12,9861865794,2024-06-20
206,Devaki Kahar,117296239703,14939311500,Central Bank,"House 852, Nehru Vihar, Kanpur",Kanpur,PM Fasal Bima,7236.6,1998-02-08,9470301697,2022-02-14
207,Lalita Sahu,584954130442,20194033214,UCO Bank,"House 23, Azad Nagar, Raipur",Raipur,Ayushman Bharat,14513.38,1970-08-18,9912890994,2021-02-15
208,Prakash Yadav,720118404813,50671519912,Union Bank,"House 979, Azad Nagar, Goalpara",Goalpara,MGNREGA,6988.05,1995-04-07,9868376966,2021-06-01
209,Devaki Lodhi,354565714294,29917773321,Union Bank,"House 793, Sardar Patel Nagar, Raipur",Raipur,MGNREGA,10002.27,1957-04-07,9498794727,2025-10-23
210,Meera Sharma,129980701159,06096243010,Allahabad Bank,"House 649, Nehru Vihar, Nagaon",Nagaon,NSAP Pension,2084.27,1959-12-19,9763537217,2022-01-22
211,Asha Reddy,668328603342,91609032240,UCO Bank,"House 188, Netaji Nagar, Indore",Indore,PM-KISAN,2595.39,1998-01-24,9867129356,2025-03-24
212,Devaki Nair,068390045599,37365349002,Indian Bank,"House 517, Subhash Nagar, Goalpara",Goalpara,PM Awas Yojana,144460.38,1958-07-30,9687698382,2025-03-04
213,Meera Bind,397313554271,46780666985,State Bank of India,"House 487, Nehru Vihar, Bhopal",Bhopal,PM Ujjwala,2084.48,1961-07-10,9340915029,2023-01-23
214,Mohan Rajput,674428626769,90716639390,Bank of India,"House 248, Netaji Nagar, Jorhat",Jorhat,PM Fasal Bima,11191.11,1974-09-29,9634842785,2024-03-15
215,Nisha Chatterjee,200473678207,40496199639,Canara Bank,"House 950, Gandhi Nagar, Muzaffarpur",Muzaffarpur,MGNREGA,6245.39,1921-02-02,9125279159,2023-03-21
216,Devaki Jha,627711729071,26982392624,Allahabad Bank,"House 174, Indira Colony, Gaya",Gaya,PMSBY Insurance,1794.74,1966-09-05,9511894894,2021-02-23
217,Devaki Verma,317967033138,62235651997,State Bank of India,"House 773, Model Town, Indore",Indore,NSAP Pension,3533.83,1965-01-10,9205853451,2024-08-02
218,Devaki Kewat,427204387477,64899864381,UCO Bank,"House 986, Lal Bahadur Nagar, Ludhiana",Ludhiana,NSAP Pension,2954.69,1993-10-21,9899045822,2024-03-10
219,Kiran Kahar,465359961438,04373393524,Bank of India,"House 34, Subhash Nagar, Muzaffarpur",Muzaffarpur,PM Ujjwala,2690.3,1987-12-18,9679745903,2025-05-24
220,Yogesh Gupta,423910017823,65254041973,Union Bank,"House 306, Indira Colony, Bilaspur",Bilaspur,PM Ujjwala,2801.41,1958-05-11,9435748823,2024-07-12
221,Suresh Chatterjee,842720481468,19030969369,Bank of India,"House 615, Subhash Nagar, Varanasi",Varanasi,MGNREGA,4118.28,1982-08-21,9210559825,2025-08-18
222,Usha Naidu,438379949640,20278641585,Union Bank,"House 135, Shantinagar, Patna",Patna,PMSBY Insurance,1677.77,1963-07-23,9709381256,2023-10-02
223,Mukesh Reddy,114589348601,77090868515,UCO Bank,"House 519, Subhash Nagar, Ludhiana",Ludhiana,Ayushman Bharat,10331.97,1995-08-01,9861054352,2022-12-26
224,Vinod Chauhan,033434607183,07963909383,Bank of Baroda,"House 192, Azad Nagar, Kamrup",Kamrup,NSAP Pension,5352.87,1992-05-06, ,2021-01-18
225,Pooja Chatterjee,764375056002,83750709963,Punjab National Bank,"House 197, Sardar Patel Nagar, Dhubri",Dhubri,PM Fasal Bima,21470.76,1996-06-13,9338393703,2025-09-09
226,Tulsi Rani,204998724517,14426585123,Bank of India,"House 94, Sardar Patel Nagar, Gorakhpur",Gorakhpur,MGNREGA,4140.07,1970-09-25,9962289179,2022-11-26
227,Naresh Maurya,083900302769,39819831436,Indian Bank,"House 221, Gandhi Nagar, Gaya",Gaya,PMKVY Skill Dev,11501.12,1983-04-05,9908406003,2021-11-21
228,Pooja Chatterjee,993739641877,47861756238,Punjab National Bank,"House 833, Gandhi Nagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,16037.33,1985-01-20,9383259555,2024-12-24
229,Vandana Kurmi,335216583402,33629532424,Central Bank,"House 875, Azad Nagar, Dhubri",Dhubri,PMSBY Insurance,1491.76,1983-02-04,9557686141,2023-10-29
230,Meera Naidu,876383729779,97989987731,Punjab National Bank,"House 181, Gandhi Nagar, Jorhat",Jorhat,PMKVY Skill Dev,14542.66,2000-11-11,9868724746,2024-09-26
231,Vandana Tiwari,258537427236,39753994285,Bank of India,"House 544, Model Town, Kanpur",Kanpur,MGNREGA,12144.4,1989-04-06,9984141995,2024-02-27
232,Sanjay Naidu,667558978259,87494333957,Central Bank,"House 164, Rampur, Gorakhpur",Gorakhpur,Ayushman Bharat,30640.42,1995-03-24,9334267964,2024-01-19
233,Leela Nair,048953126989,87750693920,Allahabad Bank,"House 723, Azad Nagar, Gaya",Gaya,MGNREGA,6170.11,1979-05-29,9995128901,2022-03-15
234,Ramesh Pillai,932678005481,01504146804,Indian Bank,"House 59, Gandhi Nagar, Amritsar",Amritsar,PMSBY Insurance,1557.19,1993-01-21,9428554506,2024-10-24
235,Prakash Tiwari,959668533773,54717541642,Canara Bank,"House 761, Sardar Patel Nagar, Nagaon",Nagaon,PM Fasal Bima,16724.42,1979-06-17,9548347933,2025-12-13
236,Vinod Tiwari,822740924732,36126411230,Union Bank,"House 777, Netaji Nagar, Gaya",Gaya,PM Ujjwala,2796.44,1985-04-13,9145663708,2024-12-23
237,Kamla Chatterjee,903930114261,65549588897,Bank of Baroda,"Plot No.5, Near Panchayat Office, Gaya",Goalpara,NSAP Pension,5915.68,1961-11-04,9002924383,2025-06-26
238,Pushpa Bind,118629086547,51773887160,Central Bank,"Plot No.2, Near Panchayat Office, Jorhat",Kamrup,PM-KISAN,4093.77,1994-01-07,9971792600,2023-10-09
239,Devaki Tiwari,789307993551,87750693920,State Bank of India,"House 880, Rampur, Ludhiana",Ludhiana,NSP Scholarship,5901.09,1976-08-02,9691802717,2022-09-16
240,Neha Singh,561746229222,12078244317,Indian Bank,"House 312, Rampur, Amritsar",Amritsar,PM Fasal Bima,10740.88,1983-01-12,9878972289,2024-07-20
241,Asha Yadav,671309352555,60861905637,UCO Bank,"House 276, Sardar Patel Nagar, Jorhat",Jorhat,Ayushman Bharat,7341.14,1970-10-02,9033774599,2022-07-08
242,Umesh Gupta,798459606360,14636003122,State Bank of India,"House 333, Krishnanagar, Bilaspur",Bilaspur,MGNREGA,7148.8,1982-07-08,9285570659,2024-11-29
243,Prakash Reddy,708898608743,50300882437,Punjab National Bank,"House 974, Lal Bahadur Nagar, Nagaon",Nagaon,PM Fasal Bima,5137.36,1965-06-26,9104921537,2022-09-29
244,Mohan Nirmalkar,637684743436,15223343824,Punjab National Bank,"House 841, Gandhi Nagar, Darrang",Darrang,PMKVY Skill Dev,11168.53,1975-03-06,9831569278,2023-05-15
245,Prakash Pandey,411731381844,64419553038,Canara Bank,"House 239, Rampur, Darrang",Darrang,PMKVY Skill Dev,18128.51,1968-02-05,9405696112,2024-05-05
246,Mukesh Mishra,999578021515,20992251207,Bank of India,"House 842, Bapunagar, Sonitpur",Sonitpur,MGNREGA,9014.94,1967-07-16,9952765558,2024-10-08
247,Mohan Kewat,006458994316,62475227668,Punjab National Bank,"House 369, New Colony, Jaipur",Jaipur,PMKVY Skill Dev,10491.34,1959-09-16,9962797218,2024-08-16
248,Rekha Naidu,678376628037,15502639937,Punjab National Bank,"House 353, Gandhi Nagar, Jabalpur",Jabalpur,NSP Scholarship,3682.18,1991-10-21,9138396136,2021-05-11
249,Parvati Devi,074734790729,24615186262,UCO Bank,"House 448, Model Town, Ludhiana",Ludhiana,PM-KISAN,4317.42,1961-07-08,9294640135,2023-03-22
250,Hari Singh,897093451305,83851611385,Bank of India,"House 27, Indira Colony, Bhagalpur",Bhagalpur,Ayushman Bharat,11457.31,1982-07-15,9076045147,2023-11-05
251,Saroj Naidu,320501992965,46301786583,Central Bank,"House 530, Bapunagar, Varanasi",Varanasi,PM Awas Yojana,142367.99,1972-12-25,9302150547,2025-10-23
252,Sunita Joshi,734245479050,04570732561,Allahabad Bank,"House 616, Ambedkar Nagar, Lakhimpur",Lakhimpur,NSAP Pension,3412.37,1990-03-12,9462046957,2021-09-26
253,Rajesh Kewat,978865060485,99666191422,State Bank of India,"House 31, Indira Colony, Bhopal",Bhopal,PMKVY Skill Dev,14231.69,1998-06-07,9111164492,2024-03-13
254,Leela Kurmi,932674021590,90354127300,State Bank of India,"House 646, Azad Nagar, Indore",Indore,PM-KISAN,2736.78,1995-12-16,9861712540,2023-07-07
255,Kamla Thakur,539030579789,12166385419,Allahabad Bank,"House 184, Lal Bahadur Nagar, Varanasi",Varanasi,PMKVY Skill Dev,8001.59,1998-04-18,9821548988,2022-10-17
256,Dinesh Thakur,773857651575,46696042714,Bank of India,"House 797, Bapunagar, Barpeta",Barpeta,PMSBY Insurance,1686.35,1968-03-26, ,2021-01-25
257,Guddi Joshi,997956863332,13430332989,State Bank of India,"House 31, Rajiv Nagar, Darbhanga",Darbhanga,Ayushman Bharat,44056.93,1966-07-16,9661050246,2022-06-19
258,Lalita Mallah,482064712566,03541247158,Allahabad Bank,"House 813, Nehru Vihar, Jodhpur",Jodhpur,PM Fasal Bima,9174.21,1993-09-15,9504691747,2025-06-08
259,Bharat Pandey,474871367779,03284398871,Bank of India,"House 53, New Colony, Ludhiana",Ludhiana,MGNREGA,14286.45,1986-02-05,9694508671,2022-02-16
260,Ramesh Kewat,112509653320,28655406061,Indian Bank,"House 121, Shantinagar, Sonitpur",Sonitpur,PM Awas Yojana,128459.1,1962-09-28,9275054605,2024-07-17
261,Kavita Patel,792580661730,95136413562,State Bank of India,"House 496, Sardar Patel Nagar, Bhopal",Bhopal,PM-KISAN,2975.39,1980-10-27,9457364086,2021-10-14
262,Ramesh Singh,082013151628,07242137670,Allahabad Bank,"House 226, Ambedkar Nagar, Gorakhpur",Gorakhpur,MGNREGA,11676.0,1920-02-01,9686149457,2022-10-03
263,Asha Bose,043173250704,92106958724,Punjab National Bank,"House 132, Sardar Patel Nagar, Amritsar",Amritsar,Ayushman Bharat,12170.19,1998-12-01,9948850583,2021-02-21
264,Kamla Naidu,050899085575,52550075246,Punjab National Bank,"House 45, Sardar Patel Nagar, Sivasagar",Sivasagar,PMKVY Skill Dev,16920.45,1962-05-31,9951506214,2022-08-13
265,Kavita Yadav,536111481850,26937992424,Punjab National Bank,"House 777, Subhash Nagar, Bhagalpur",Bhagalpur,PM-KISAN,4805.19,1988-04-29,9120024863,2024-03-05
266,Ramesh Ghosh,689086098853,29844912272,Allahabad Bank,"House 621, Rajiv Nagar, Jabalpur",Jabalpur,PM Awas Yojana,138059.29,1990-09-17,9045348523,2022-10-02
267,Ashok Devi,104157774176,47067955975,Central Bank,"House 674, Sardar Patel Nagar, Amritsar",Amritsar,Ayushman Bharat,24123.67,1934-10-23,9893768069,2024-12-01
268,Rajesh Devi,832293928341,72648375985,Canara Bank,"House 790, Bapunagar, Jaipur",Jaipur,NSP Scholarship,5529.55,1995-03-11,9896747244,2022-06-28
269,Suresh Lodhi,175644263237,71398472806,Central Bank,"House 637, New Colony, Nagaon",Nagaon,PM Ujjwala,2530.27,1997-12-03,9832771130,2022-05-17
270,Saroj Pandey,823043823322,00778419104,State Bank of India,"House 744, Indira Colony, Ludhiana",Ludhiana,NSP Scholarship,372560.16,1994-01-12,9027714593,2021-01-23
271,Rekha Kewat,390670516809,02908550777,Punjab National Bank,"House 769, Subhash Nagar, Kanpur",Kanpur,PM Ujjwala,1875.71,1981-10-17,9148300372,2021-03-24
272,Tulsi Gupta,702736438292,70281571529,Bank of India,"House 253, Gandhi Nagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,13031.42,1978-09-13,9321137919,2024-07-24
273,Usha Nath,612647582924,15401435061,Canara Bank,"House 834, Nehru Vihar, Darbhanga",Darbhanga,PMSBY Insurance,1486.88,1986-06-29,9280708958,2021-11-24
274,Meera Jha,579561595337,73246500982,Bank of Baroda,"House 700, Shantinagar, Sonitpur",Sonitpur,PMKVY Skill Dev,11108.02,1957-01-20,9167921363,2021-09-16
275,Sanjay Lodhi,365052671163,48860065281,Bank of India,"House 61, Indira Colony, Indore",Indore,NSAP Pension,2862.74,1971-09-11,9087744039,2025-12-14
276,Seema Jha,183042542597,05481338257,Canara Bank,"House 325, Model Town, Darrang",Darrang,NSP Scholarship,9955.03,1972-11-23,9721676693,2024-07-06
277,Munni Chauhan,832314451926,47867267707,Indian Bank,"House 710, Subhash Nagar, Kanpur",Kanpur,MGNREGA,11821.09,1971-12-14,9271058079,2025-06-09
278,Anil Bose,683381718162,20686951703,Allahabad Bank,"House 231, Sardar Patel Nagar, Bhagalpur",Bhagalpur,MGNREGA,8693.55,1963-09-09,9303168224,2022-03-26
279,Hitesh Bind,475202258494,50268117548,Indian Bank,"House 316, Lal Bahadur Nagar, Sonitpur",Sonitpur,NSP Scholarship,5617.09,1961-09-17,9410222206,2022-05-07
280,Suman Thakur,885624644228,68229333537,Allahabad Bank,"House 367, New Colony, Lakhimpur",Lakhimpur,PM Ujjwala,2342.85,1983-09-18,9649744372,2024-05-27
281,Santosh Sahu,922758669691,54066440872,Canara Bank,"House 143, Shantinagar, Jodhpur",Jodhpur,NSP Scholarship,5303.3,1979-01-10,9190680426,2021-10-14
282,Priya Singh,287726052223,76366821948,Punjab National Bank,"House 248, Lal Bahadur Nagar, Muzaffarpur",Muzaffarpur,NSP Scholarship,4055.67,1970-02-18,9167942399,2023-09-20
283,Pooja Shah,783594058828,32204701829,UCO Bank,"House 754, Bapunagar, Kamrup",Kamrup,PM Fasal Bima,14121.62,1961-05-22,9222498708,2023-08-24
284,Sanjay Shah,138295624559,11883858956,Bank of India,"House 716, New Colony, Patna",Patna,PM Awas Yojana,149171.64,1965-09-25,9581006062,2022-01-09
285,Guddi Chauhan,847005423922,71310442035,Canara Bank,"House 934, Shantinagar, Jodhpur",Jodhpur,PM Ujjwala,2435.87,1987-02-19,9440738829,2021-01-02
286,Naresh Reddy,352402241838,49187001326,Union Bank,"House 677, Netaji Nagar, Kanpur",Kanpur,PMKVY Skill Dev,12182.41,1993-07-05, ,2024-08-05
287,Umesh Chatterjee,513945648717,31151070317,Allahabad Bank,"House 935, Sardar Patel Nagar, Darrang",Darrang,Ayushman Bharat,17954.08,1963-02-07,9221808983,2025-03-25
288,Meera Maurya,407254226193,77576195492,Bank of India,"House 285, Lal Bahadur Nagar, Kamrup",Kamrup,PMKVY Skill Dev,15037.05,1964-12-28,9438264538,2023-08-28
289,Mukesh Bind,774642493492,28196573655,Central Bank,"House 542, Sardar Patel Nagar, Gaya",Gaya,PMKVY Skill Dev,14595.87,1980-11-26,9187701243,2021-09-07
290,Anita Nirmalkar,487227164569,67889379336,State Bank of India,"House 843, Indira Colony, Lakhimpur",Lakhimpur,PM Awas Yojana,130787.09,1961-10-06,9814692141,2024-11-18
291,Santosh Iyer,990230395389,81367485474,Union Bank,"House 450, Rajiv Nagar, Indore",Indore,PM Fasal Bima,17566.35,1978-05-11,9933496074,2023-09-18
